número,status,fecha_dictamen
65039-46011-II,1,03-02-2013
91377-28555-EI,0,13-05-2005
47428-40066-AJ,1,18-05-2019
26991-22437-GL,1,02-01-1991
29168-34623-IM,1,12-03-2018
82581-90381-FJ,0,16-01-2010
46-59970-OJ,0,04-01-2007
76950-97725-OK,1,24-03-2011
54215-29688-GB,1,07-07-2019
86888-38442-LD,0,16-05-2015
78660-775-EL,0,30-12-2016
4547-58002-BE,1,21-01-2007
49454-27017-LI,0,02-11-2018
50826-77712-DI,1,16-02-1999
10471-9453-KH,0,03-02-2017
52769-61526-EJ,1,08-06-2019
34032-33461-NN,0,23-11-1992
89773-17327-MB,0,01-05-2017
35423-8716-KF,0,28-09-2018
15296-36577-HE,0,19-08-2008
49809-35358-NB,0,16-10-1991
45068-80350-OG,0,17-02-2019
55218-93597-OD,1,13-02-2015
36164-72186-BH,1,27-07-2019
79984-25146-EF,1,17-04-2017
57913-70995-MI,1,29-04-2019
43004-5724-AB,1,23-11-2017
27046-177-OG,0,15-03-2018
67100-12683-EK,0,06-04-2009
84828-56685-AJ,1,26-10-2012
60907-72648-MN,0,15-07-2000
73554-70115-JO,1,05-04-1985
46008-57270-HI,1,03-09-1989
92979-21396-AN,1,02-06-2009
29418-2192-NL,1,05-07-2017
25981-30503-AM,0,01-09-1989
78511-87516-EG,1,13-05-2015
13056-82005-BE,1,12-08-2019
61483-66300-AN,0,12-11-2018
54492-25306-IL,0,23-01-2015
15277-8208-BF,0,07-08-2011
42372-43730-AE,0,02-11-2011
45366-82470-AL,1,25-01-2019
53746-37240-OL,1,30-04-2008
280-42771-FH,0,10-03-2017
63586-91610-IN,0,25-03-2019
19478-42881-FD,0,21-10-2017
70261-94603-IB,0,13-12-1985
88982-54333-EL,1,11-08-2019
44591-4712-AM,1,24-12-2015
83604-21189-FO,1,25-10-2011
80675-80412-HE,0,19-08-1999
42282-17453-JM,1,16-12-1959
76225-97183-KH,0,11-07-2014
84990-13154-FA,0,28-04-2004
5543-49266-BM,0,17-01-2016
99193-38530-KH,1,01-08-2019
40885-224-NB,1,20-09-2009
66770-6328-JO,1,14-09-2017
48694-34496-IG,0,24-02-2019
33437-60249-GA,1,23-03-2018
94295-60893-OK,0,07-08-2019
74238-23835-LA,0,26-05-2006
49247-69701-HN,0,29-05-2010
84020-30777-LI,0,30-12-1999
30367-75626-LB,1,14-10-1993
7633-35607-EJ,0,12-07-2010
25366-15919-IL,1,28-07-2006
34961-75116-JB,1,02-09-1994
92976-15757-HE,1,15-06-2016
25404-18792-BL,1,28-12-2008
54065-36214-AK,0,25-10-1999
49296-82255-OD,1,04-04-2018
12104-7812-FA,0,26-05-2015
72253-89639-MI,1,23-03-2013
47468-37809-OI,1,16-12-2011
51238-81485-MA,1,13-11-1985
95804-25737-OB,1,10-10-2011
74017-95250-HL,1,07-06-2018
24477-2722-NE,0,11-06-2002
92251-86270-MI,1,09-05-2019
22313-49841-JF,0,04-04-1992
97313-48333-JL,1,25-03-2011
80388-95931-NL,1,11-10-2016
79773-60250-GN,1,21-09-2011
52317-62694-DN,1,23-03-1986
96351-28424-FN,0,08-06-2015
79788-68092-FF,1,21-09-2018
46363-16328-FL,0,15-01-2019
89277-36247-FN,0,16-06-2019
87382-31522-NH,0,08-03-1987
60360-57343-GE,1,28-05-2019
56951-709-GL,0,07-12-2018
39695-16199-OD,1,10-11-2000
60572-18293-OH,0,14-02-2018
43282-30729-IN,0,24-06-2018
16835-71695-KJ,1,28-11-2010
3477-95881-MO,1,05-05-2002
42501-90215-FI,1,13-05-2012
2545-7907-KE,1,13-01-2018
9614-32188-BD,1,29-05-2005
28376-5201-LB,1,10-11-2002
35390-43152-FN,0,15-12-2011
90928-72066-LF,1,03-03-2001
50444-59073-FE,0,11-12-2008
94677-43029-MK,0,18-07-2000
75523-50004-DA,1,06-12-2002
8992-49938-IN,1,20-11-2017
13570-99247-DI,0,20-11-2018
45272-47090-MA,0,12-10-2007
10558-15496-NM,0,23-06-2015
30618-68226-LA,1,06-08-2019
15991-3138-AM,0,27-05-2019
94206-49034-IN,0,25-04-2019
24637-56646-NB,0,23-01-2006
26534-90855-MA,0,21-12-2011
38181-6295-GM,1,24-12-2003
4287-93809-JI,1,20-10-2018
84035-74939-NF,0,14-07-2013
66649-28198-KL,1,26-04-2019
99612-49001-EG,1,08-10-2001
85466-30143-DI,1,05-06-2019
70224-90221-II,0,30-05-2019
49115-16449-MH,0,10-08-2004
65031-19252-FK,0,11-06-2005
5250-35216-GG,0,28-02-2010
28407-23817-BJ,1,20-04-2007
5300-80158-MO,1,04-07-2018
15984-68975-EI,0,24-11-2011
82734-16352-LK,1,18-11-2017
67728-61176-FJ,1,22-10-2017
30481-74085-HA,0,04-11-2016
45900-99480-GB,1,09-07-2019
53357-56988-LH,0,18-04-2014
79111-40565-NB,1,20-07-2018
36305-47738-IE,0,02-04-2018
25791-59008-AA,0,03-12-2010
742-75183-BO,1,15-08-2019
34268-98771-DD,1,20-08-2007
6327-65043-BD,1,06-09-2009
15581-7074-JB,1,10-09-2016
89355-71660-ON,0,18-01-1989
29975-75156-LE,0,25-02-2005
31942-84325-AO,0,26-12-2018
54532-95123-BO,0,18-07-2012
77502-31888-EE,0,13-02-2018
54981-20651-DJ,0,19-06-2016
38732-57975-OE,1,22-08-2009
57340-44134-BJ,0,11-01-2010
74623-83078-IM,0,06-01-2012
17758-30471-BJ,0,20-01-2014
41860-74807-MB,0,01-11-1992
56557-96055-AN,1,16-01-2019
64810-97482-FH,1,22-03-2003
35611-5885-BB,0,02-01-2005
98805-91179-GD,0,12-04-2019
30043-22020-OG,1,07-09-2010
27751-13256-IO,1,12-06-2012
15030-87936-HD,1,15-06-2015
67089-94072-IB,0,27-03-2004
94693-71159-HI,0,14-11-1974
4055-76656-DB,1,13-09-2009
65856-4892-BN,1,15-02-1978
25720-95977-GM,1,10-07-2019
66125-64038-BD,0,29-09-2000
56842-53914-BJ,1,19-10-2015
14599-58274-LH,0,22-01-1995
28089-54239-JF,0,30-11-2000
33088-57138-GB,0,26-04-2013
89723-74941-EE,0,02-09-2006
13597-70065-OB,1,08-11-2009
7553-33295-BN,0,06-07-2002
17484-74563-LD,1,29-07-2012
81306-69457-DG,0,29-12-2018
18843-43920-BO,0,21-10-1993
58548-76081-DG,0,13-10-2005
14784-20027-BE,0,20-06-2012
19824-36301-DD,1,02-01-2012
82162-83480-NE,0,16-10-1998
41692-26791-DH,1,12-05-2011
23757-63997-NF,1,28-02-2011
6743-14744-HN,0,27-08-1976
54209-77479-MF,1,18-05-1981
6283-21843-DO,0,17-05-2019
53439-93799-KN,1,18-10-2018
33658-80383-GF,0,26-12-2018
82654-8036-KG,1,25-01-2014
39376-40035-IO,0,03-12-2017
56413-54195-KI,0,29-01-2019
63592-93339-GH,0,07-08-1994
65574-41846-BB,0,21-01-2017
82727-56977-AK,1,07-08-2017
14939-80956-DB,0,19-06-2016
65426-40671-OB,0,12-08-2019
41330-56689-LN,1,29-07-2011
37871-38724-BO,0,06-11-2002
13856-85344-BJ,0,02-11-1984
92187-30674-HB,0,25-01-2019
18172-48377-IK,0,01-04-2019
63106-67533-DO,0,05-04-2019
76675-35532-IK,0,21-04-2015
33187-49889-FM,0,18-01-2009
94067-81390-II,0,16-07-2019
74390-42663-AB,1,25-05-2012
66283-906-BJ,0,21-07-2019
64395-68306-OI,1,02-09-2014
51121-84915-BB,1,01-11-2018
69904-93892-OF,0,20-11-2010
48407-37585-EK,1,31-03-2010
484-24419-HM,0,11-03-1983
79616-31125-EB,0,03-07-2001
43040-1510-HO,1,22-06-1992
84801-51808-ED,0,08-06-2019
21569-71948-OO,0,15-08-1997
67962-94667-DD,1,16-03-2001
70411-10566-NK,1,07-10-2005
28231-17948-EI,1,04-08-2014
66418-20896-DO,1,07-02-2015
97927-15818-DB,1,31-05-2019
97419-73579-IB,1,25-07-2019
72682-31250-OA,1,19-10-2018
53521-18478-AF,0,01-11-2014
87539-28895-FL,0,04-03-1998
85320-41075-HI,1,03-03-2009
20459-4847-BG,1,19-12-1991
41125-40401-DL,1,08-04-2018
6827-77909-AI,1,17-02-2019
84661-93284-BO,1,20-01-2007
24961-88342-BF,0,06-05-1996
95800-65266-OD,1,29-12-2011
77173-8324-OJ,1,10-08-2004
70475-16557-IA,0,26-05-2004
90145-33271-DB,1,23-09-2018
45991-38048-AA,1,31-10-1997
85060-47877-EA,0,22-08-2019
75504-30925-IE,1,05-08-2011
35305-87573-EA,0,06-04-2017
93891-84324-HN,0,12-06-2014
87528-38286-OD,0,08-06-2017
26644-93045-HH,1,03-10-2017
59337-81347-FF,1,08-11-2018
7145-36818-GD,0,30-11-1993
79426-37705-FK,0,02-08-2019
28534-97004-KI,1,30-07-2008
59543-59361-FK,1,26-10-2011
14501-72637-KA,1,06-12-2007
70589-22516-LB,0,20-08-2019
51859-84619-KG,0,29-04-2019
38334-21259-HK,1,11-03-2016
72071-2706-LB,0,07-06-2016
73719-6321-GK,1,14-05-2012
94346-7980-NO,1,03-11-2018
37716-18205-AN,0,13-10-2015
18734-15710-GK,0,03-09-2003
39766-67974-DH,0,25-02-2018
62295-94593-LN,0,05-12-2017
79323-21875-EE,0,21-08-2006
47175-61071-AA,1,22-11-2014
76853-85368-KA,1,01-02-2010
57681-22905-KD,1,05-10-2014
85391-86554-JM,0,06-07-2018
41398-16760-OI,0,24-07-2019
26061-98620-GK,0,16-07-2007
39226-45315-OM,0,16-07-2004
85397-92024-HG,1,27-11-2017
46105-35909-JJ,1,06-07-2018
80532-48818-JM,0,07-02-2019
72524-85579-NG,1,06-10-2012
40030-64607-KJ,1,16-06-1997
13209-15584-LM,0,18-11-1998
99312-32164-NK,0,02-09-2017
68202-56513-ON,0,02-04-2019
57809-81717-BB,1,11-02-2014
65253-4510-GB,0,20-01-2000
89633-20571-II,0,16-08-1995
95903-36625-HB,1,13-02-2005
94455-83318-BK,0,17-07-2019
87607-46917-IL,1,06-09-2016
20874-82255-DK,1,06-07-2011
24286-68844-ON,0,02-08-2016
62370-28178-LA,0,09-02-2017
49544-33552-LD,1,28-03-2009
64811-85552-KE,0,01-12-2015
19968-10762-FD,0,05-07-2015
20148-50-EK,0,20-02-2008
72885-56301-EI,1,23-05-2011
11514-93808-NM,1,16-02-2018
46558-75347-KI,1,02-08-2017
50827-7530-OI,0,01-07-2011
94128-37363-AL,0,05-07-2018
7462-46890-HB,1,28-05-2018
55568-9980-MK,1,07-11-2009
59396-67815-AM,1,27-01-2005
19500-6394-IB,1,02-08-2007
35075-99371-BL,1,16-06-2012
40661-46166-ND,0,18-06-2019
42078-39260-NG,0,19-09-2018
94194-36358-EM,1,14-01-2012
56828-47935-FO,0,18-10-2017
62501-45927-MK,0,02-11-2018
16209-14805-FA,0,29-02-2008
47401-5694-AM,1,07-04-2019
4360-58195-GB,0,08-12-2018
43648-29229-KF,0,20-03-2012
23805-13082-ME,0,03-06-2018
76838-84175-IB,1,11-10-2012
72038-76569-FO,1,30-10-2000
43187-66643-BO,1,20-04-2005
5345-8996-HJ,1,01-01-2015
98618-73167-AN,1,20-08-2014
5885-87305-BJ,0,10-07-2019
25683-54706-FE,1,11-09-2003
92307-29116-BI,0,08-06-2009
24306-56151-ND,0,22-06-2014
67173-49015-IH,1,20-03-2013
54080-48968-DK,0,16-09-2018
87774-33313-NG,1,18-07-2019
45460-10996-LB,1,01-08-2011
82845-16840-GB,0,03-11-2016
53033-31730-FO,1,03-06-2003
75713-32523-EE,0,06-11-2006
2172-59298-AK,0,18-08-2018
13888-48872-BA,1,04-04-2002
91229-44769-EF,1,19-12-2016
22116-13975-LG,0,19-05-2001
75878-79819-MH,1,31-10-2009
34592-44355-GG,1,10-06-2016
40627-59973-GE,1,20-03-2018
22671-87381-JF,0,11-01-2013
8360-79594-ML,1,12-01-2016
99866-10387-IL,1,01-05-2019
76686-26723-IN,1,26-04-2013
78081-59912-LA,1,13-06-2006
35807-26100-KJ,0,03-04-2009
26929-72697-OM,1,15-01-1999
51621-33924-LG,0,13-01-2019
36698-7560-KN,0,24-07-2015
21142-31956-OD,0,31-03-2018
67681-26557-FM,0,10-03-2014
62466-9314-EO,1,17-01-1997
267-23756-BN,0,02-06-2004
30052-99580-EH,0,21-05-1998
2579-75692-OA,1,21-07-2018
29844-75442-GE,0,01-10-2007
17953-72449-DI,0,08-03-2019
91075-10000-KE,1,05-03-1997
78104-15401-NE,1,22-04-2019
39886-75147-EB,0,22-11-2003
66904-98476-HG,0,22-06-2018
28318-90638-KN,0,24-07-2015
90923-13385-BB,0,04-02-2012
91249-5936-DJ,0,27-09-2017
85281-83337-AJ,1,27-02-2019
62115-9080-LD,1,10-06-2004
10138-97872-KD,1,16-03-2019
94412-23793-DN,0,17-02-2016
54153-2429-IK,0,21-01-1990
75605-74913-IF,0,15-05-2012
4703-84510-LB,0,31-05-1995
78719-16339-OJ,0,02-12-1989
38230-75249-DB,0,23-07-2019
7999-76288-BI,1,06-03-2017
46090-74322-MN,1,01-06-2001
42779-81447-GB,1,27-03-2017
54113-31094-GF,1,24-07-2017
19353-3280-DB,1,26-08-2011
54879-15344-EO,0,11-07-2019
64841-89466-GB,0,03-07-2006
30982-16350-BK,1,27-10-2017
8538-13840-DG,1,27-08-2014
2738-41668-DD,1,15-10-2009
80444-58731-OI,1,30-10-2017
71211-76799-AI,0,28-08-2010
884-74889-JE,0,09-07-2017
20208-99351-AB,1,23-09-2012
49338-29680-BJ,0,27-11-2002
31529-57460-GM,1,18-06-2013
52079-22946-JB,0,28-08-2019
72420-38961-FD,1,15-08-2002
90863-64072-EI,0,05-10-2014
36772-66740-DM,1,18-11-2010
13925-44074-HF,0,23-06-2017
13215-49288-HB,0,03-11-2004
36741-10707-LO,0,20-06-2001
31368-6926-FD,0,03-07-2019
25776-22905-BB,0,13-01-2016
8140-80612-KO,0,09-12-2018
52675-7347-BE,0,17-06-2016
51798-63629-BD,0,16-12-2015
51550-57479-OM,1,21-08-2001
34717-4268-DB,0,26-07-2016
67523-68565-FA,1,26-11-2009
22423-81294-FB,1,24-07-1998
99730-33471-EO,0,17-07-2016
70797-2506-NA,0,02-01-2018
17118-42449-BE,0,15-08-1986
96747-18748-JI,0,11-07-2019
81597-4773-AK,1,12-06-2015
21859-81414-MA,0,25-10-2004
86642-50925-GM,1,27-05-2013
46148-12320-AI,0,27-03-2019
45881-85097-FN,0,21-08-2012
19877-28004-MJ,1,11-10-2012
6435-56952-EJ,0,20-08-2017
99373-76035-JK,0,21-04-2019
94741-86347-DF,1,30-01-2012
12374-35043-JN,0,13-12-2010
25708-6329-FA,1,02-12-2008
35534-38911-KA,1,27-02-2014
64106-36497-AD,1,09-09-2013
88694-13664-AM,0,27-11-2016
12146-12175-FD,0,30-05-2012
57792-82342-OD,0,16-12-2013
42422-60587-BG,0,20-03-2019
89323-15085-IJ,0,29-10-2013
78479-9991-FE,0,13-05-2007
95733-43475-FK,1,09-08-2019
34009-29546-GM,1,18-10-2002
49239-39119-GM,1,11-02-2012
3334-95773-FL,0,23-03-2000
33267-99735-OF,0,16-04-2019
92027-15436-IH,1,02-04-2016
14370-79855-IO,0,15-12-2012
87599-28796-ML,1,01-05-2019
81478-84643-LB,1,21-07-2017
79627-73184-EJ,1,06-05-2011
63220-90990-IE,0,30-08-2018
86319-84967-GF,0,05-04-2011
86621-6555-HE,0,21-07-2016
801-37484-BL,0,18-06-2000
25520-34968-JI,1,20-04-2002
48968-88208-MA,1,18-05-2018
50858-72807-AL,1,17-07-2016
15366-83322-NM,0,05-08-2019
26861-1171-IK,0,26-11-2018
96854-52634-NG,0,10-01-2019
22277-70418-EF,1,24-11-1993
69822-37658-HJ,1,19-06-2004
25190-56697-OA,1,25-05-2016
31424-62855-AI,1,08-02-2014
8125-85315-GB,1,16-08-2000
86047-10186-EO,0,19-01-2018
2341-40165-DF,1,02-08-2013
86990-16135-BM,1,11-05-2018
93973-49451-HJ,1,03-01-2009
70152-50358-NK,0,29-12-2014
51213-27187-EK,0,15-03-2019
15283-17301-OL,0,27-09-2016
98111-15619-DI,0,05-11-2015
73711-13659-HE,1,01-05-2010
63862-26790-HD,1,26-08-2011
29440-53462-KB,0,19-11-2006
20969-52098-EB,0,03-04-2016
68751-36889-DJ,1,30-11-1986
36937-76187-FA,0,22-11-2010
7719-84138-IL,1,29-05-2007
59151-2147-GK,1,29-08-2017
72404-68980-AB,1,09-03-2019
23968-52567-II,1,25-03-2011
70568-66450-GM,0,19-06-2017
81939-36307-NI,0,02-07-2002
45802-77901-AB,1,01-10-2017
67371-70385-GJ,0,05-01-1970
35415-48174-OA,1,27-03-2019
78248-73661-BH,0,01-10-2018
29086-11060-GM,0,24-06-2017
54796-42631-JB,1,23-07-2001
76853-97505-JB,1,01-09-2016
24595-58877-AA,1,13-07-2019
33860-2439-DL,0,06-07-2019
12453-43525-DB,1,03-08-2013
48874-65286-DL,1,04-08-2015
25842-95308-AJ,1,22-02-2019
71825-91821-OD,1,30-03-2016
55349-10459-DE,1,09-07-2002
82021-25270-DA,1,19-03-2017
33452-74449-BL,1,24-01-2016
34507-98948-OO,1,02-06-2010
8428-87819-LD,0,22-07-2003
76613-25633-ML,0,17-06-2019
51903-42626-NB,1,05-06-2005
24519-96330-FK,1,08-06-2016
95965-78919-KG,0,11-04-2015
52943-76378-FN,0,11-11-2013
44284-64294-ML,1,03-05-2010
31119-18818-AD,1,19-01-1986
3338-57967-NA,0,31-08-2005
39363-44859-NJ,0,30-06-2007
53499-57448-LJ,0,25-05-2004
70270-84810-BM,1,03-12-1982
83191-38545-EL,0,18-12-2016
38064-87624-KE,1,18-07-2009
37169-12220-ID,0,13-01-1993
5990-57925-EK,1,24-12-2018
28318-78307-OI,0,12-04-2008
27983-69968-IB,1,17-01-2011
96641-3843-FI,0,21-08-2013
8394-48048-LI,1,18-01-2019
60608-48690-KF,1,17-11-2002
46105-33259-KO,1,23-09-2009
11833-76849-GA,0,04-04-2009
92362-32148-KD,0,30-07-2016
7811-57617-JM,1,28-03-2018
66914-14930-OK,0,15-01-1982
58852-32013-MD,1,27-11-2017
10872-63689-EI,0,11-08-2002
90779-14384-BK,1,24-07-1967
3664-3158-JE,1,21-12-2018
34690-50361-HF,1,16-08-1990
22401-70798-AB,0,02-10-2000
48234-10143-BN,0,10-04-1991
1133-22946-JJ,0,07-12-2003
27224-58000-IM,1,28-09-2017
76241-28176-LA,1,02-08-2013
39203-83669-HI,0,02-06-2018
64023-86632-JB,0,23-02-2000
58276-56651-BF,1,07-07-2018
21438-49302-NL,1,26-08-2009
18526-14140-AF,0,23-08-2018
49886-44049-JA,1,17-02-2019
8487-83234-IE,1,12-07-2018
8726-10742-NF,1,17-07-2017
36038-56243-FG,0,24-05-2008
44453-6206-EK,0,10-11-1987
40822-30235-BB,1,06-04-2011
11539-60249-OL,0,03-07-2019
88631-16298-OB,0,21-05-2017
82902-4793-BG,0,13-08-2019
34977-58515-JB,0,11-08-2012
59897-29303-ND,0,23-11-2016
7121-15860-EM,0,16-04-2018
82553-98523-FB,0,18-05-2019
56538-46148-NB,0,10-06-2015
9373-83014-BD,0,14-06-2013
98095-32031-JM,0,23-01-2014
24746-63895-OI,0,04-08-2011
11490-37492-GD,0,26-08-2012
75181-34255-DF,1,01-02-2010
83694-91636-KK,0,05-03-1998
46622-20310-KI,0,05-01-2019
88511-69448-GI,1,05-01-2001
24958-83376-HD,0,16-05-2019
79990-98582-OE,1,25-09-2003
92136-51901-EB,0,30-09-1991
4572-76607-KI,1,30-12-2003
22958-10712-BM,1,02-10-2002
34589-71167-GI,1,26-02-2019
26614-94379-IN,1,28-03-1983
8170-99486-GL,0,20-06-2011
55622-67995-GB,1,09-02-2018
63001-85862-LG,0,02-08-2017
40084-71538-BG,1,15-03-2017
73156-86256-LG,1,26-03-2013
98047-35164-HJ,0,07-07-2019
7012-33433-GB,0,24-04-1990
48745-72140-FJ,1,12-07-2019
23097-55016-NH,1,20-01-2000
71465-4010-DB,0,16-04-1988
18996-26240-GB,1,15-03-2018
19098-311-KO,0,28-10-2011
50404-55773-MI,1,09-08-2018
61722-11667-FF,0,07-12-2007
32635-84888-OI,0,06-11-2017
50648-75682-BN,0,27-07-2019
95290-4105-BD,1,01-04-1997
44178-16899-KB,0,14-05-2013
49632-49044-HF,0,10-03-2019
96296-77539-II,1,13-06-2015
21984-12057-EL,0,18-06-2019
86323-64078-LJ,0,12-08-2019
1059-86616-NM,0,08-08-2017
47933-98106-DI,1,16-11-1979
44017-47856-GK,0,17-07-1986
22304-85877-KL,0,05-04-2011
27563-84246-DJ,1,18-01-2001
13668-73043-AJ,0,19-07-2014
374-22373-DF,1,10-09-2018
7202-54180-FL,1,30-08-2018
8946-98865-DE,0,23-04-2013
31843-6205-MO,1,31-10-2013
54370-13155-GH,1,19-08-1996
77571-87443-LH,0,30-05-2019
11174-23115-JL,0,18-01-2018
43444-38809-ON,1,31-07-2010
55013-4017-HA,1,09-10-2017
17955-52734-KH,1,20-09-2008
36214-42386-OI,0,10-12-2010
8400-81405-LH,1,15-07-2017
55199-29553-JG,1,11-01-1988
2904-29903-AJ,1,09-10-2016
31275-8594-LO,1,07-10-1990
95556-97291-BD,0,04-01-2018
46977-69356-IH,0,10-04-2018
60792-49810-EN,1,14-10-2006
60848-39527-ED,1,20-12-2005
48440-83530-ME,1,23-04-2003
49790-41486-FN,0,04-02-2010
8629-19885-IH,1,30-03-2017
36868-86270-MB,1,16-08-1968
90433-42695-EI,0,28-03-2016
78414-24558-BH,0,02-04-2019
78568-70538-FN,1,30-08-2019
27847-27775-NE,0,13-04-2017
72427-8404-IH,0,04-07-2001
62815-67428-MA,0,14-06-2017
82362-10053-OM,0,24-05-2008
65208-22480-BB,1,19-09-2015
29973-74041-HH,0,23-05-2016
35641-9143-HN,1,18-03-2005
85226-49718-MG,0,24-01-2017
43991-88278-KN,1,17-09-2018
99756-30120-KG,0,08-12-1992
351-87549-ML,1,16-05-2015
51697-64597-GB,1,22-08-2018
13188-4664-JB,0,08-08-2019
83952-84617-EL,1,25-04-2008
83911-41624-AB,1,11-11-2003
8022-23927-LH,0,30-12-2014
93490-93619-DD,1,11-02-2019
42558-89963-IN,0,02-11-2010
25181-45321-LE,1,04-06-2019
42591-35298-FE,1,27-09-2012
52654-84425-JF,0,04-09-2000
37633-10045-HH,0,01-11-2016
97193-62028-AF,1,06-01-2017
60325-91124-KF,1,01-08-2002
41807-65456-GB,0,19-03-2019
87792-47595-KG,0,06-05-2019
99269-99694-NG,0,23-10-2014
98984-70931-JK,0,10-03-2012
7713-95791-BH,1,23-05-1997
11632-5021-MN,1,28-06-2016
37920-54308-EK,1,23-06-2010
55268-98858-EM,1,08-02-2004
88478-73103-LB,1,29-08-2019
37034-84382-HN,1,23-07-1997
37009-85873-GG,1,25-01-2018
7666-22281-NG,0,25-05-2011
2052-11915-ND,1,29-01-2017
29145-65345-NM,0,18-07-2017
63614-89451-GJ,0,10-01-2014
32662-22391-DK,1,24-06-2017
25808-53358-FA,0,07-04-2018
72538-44166-HN,0,23-02-1993
67084-69727-LO,1,23-04-2010
75039-92139-KM,0,03-03-2019
56090-86319-BH,1,06-11-2009
94835-68662-AJ,0,13-10-2018
39407-87224-JN,1,23-06-2012
8689-84338-LD,0,28-09-2010
5511-3394-JI,0,24-08-2019
63920-51756-HA,1,30-06-2014
63107-70964-BI,0,01-09-2009
67037-83006-LD,0,28-09-2017
65117-89930-OL,0,24-04-1983
24334-93105-HA,0,09-05-2006
60064-24919-MB,0,12-11-1979
77736-35646-BJ,0,25-01-2013
29659-48494-EK,0,14-04-2018
11619-78040-FN,0,15-10-2016
24106-67104-KD,0,29-08-2019
17770-90129-AO,1,23-07-2019
48508-26931-KL,1,03-04-2016
83919-18552-NB,0,04-12-2017
97757-34091-JG,0,11-10-2018
86918-66005-BK,1,08-02-2013
63600-21355-AK,1,15-02-2012
29280-55085-BB,0,04-04-2012
70795-44605-EF,0,07-08-2017
71690-16184-OG,0,05-06-2019
76765-90208-MI,0,07-06-1973
82810-94452-FF,1,10-05-2019
68536-5613-GH,1,19-06-2018
46160-42861-BJ,1,20-09-2010
23698-41609-HE,0,08-02-2010
76648-82553-NG,1,15-03-2016
21875-63353-JA,0,03-02-1995
84633-90706-BA,0,25-09-2013
35683-47825-ID,0,13-05-2019
26497-63135-GK,1,10-06-2019
74674-90025-GF,1,07-03-2019
65268-48000-LK,1,24-05-2012
41959-91356-MH,0,01-11-2001
94958-56556-AG,0,17-01-1992
7641-16101-KD,0,16-11-2018
28227-96791-DL,1,06-02-2016
86987-58450-GB,1,08-12-2009
94588-69692-KH,0,15-03-2019
53486-63894-KF,1,13-11-2007
16385-9744-ME,1,12-02-2018
80539-69568-DE,1,12-07-1986
89292-13832-JJ,0,27-03-2000
3891-52036-LI,0,17-02-2018
42675-11655-BO,0,04-10-2015
33050-63877-KB,0,10-04-2015
50847-28550-BI,1,05-01-2015
90000-24422-ML,1,21-01-2019
34219-41706-BM,1,28-12-2018
46332-18520-DN,1,27-07-1999
71465-41568-MK,1,03-08-2014
73818-76375-LO,1,12-06-2019
52468-81611-GL,1,07-07-1992
35487-46458-GB,0,18-08-2014
24975-72300-IM,1,09-02-1995
74990-77081-KE,1,10-05-2019
29527-40986-DK,1,02-02-2011
77452-68026-BH,0,24-03-2017
48835-32378-IB,0,26-12-2018
44079-40073-EI,1,16-10-2008
6243-31665-OJ,0,10-04-2017
9974-73237-GM,1,12-04-2009
41495-53306-HG,0,04-08-2001
75708-67855-OG,0,10-05-2012
70552-69948-LO,0,06-01-2011
492-51309-MA,1,10-08-2015
66140-51626-GE,1,20-05-2013
65575-85921-FE,1,26-04-2005
10366-23037-GH,0,06-10-2012
73516-11667-AG,1,03-06-2016
90650-81923-DN,0,05-06-2018
70221-36455-AB,0,08-04-2014
41759-97407-LO,1,02-12-2010
26574-62291-AO,1,15-04-2005
90067-80690-LE,1,19-12-2010
35307-20216-NH,1,25-12-1998
97989-2923-NN,1,14-10-2011
81681-43134-LK,1,25-02-2016
90687-25213-OB,1,05-03-1999
34612-17037-EA,1,21-07-2002
46655-59912-MF,0,03-06-2015
72345-23777-OB,1,28-08-1997
58403-75290-HB,0,25-06-1994
98155-70901-MH,0,07-07-2017
96108-26988-LM,1,18-09-2008
31056-98132-HG,0,11-07-2014
82212-98668-DK,1,26-04-1984
77175-17962-HO,1,23-06-2014
54953-1147-HB,0,19-06-2016
86516-28888-BG,1,12-08-2019
79763-88463-BK,0,13-02-1996
19762-58642-FL,1,29-07-2016
1114-87900-JD,1,08-07-2014
36072-57910-GE,0,05-01-2011
95461-6382-NH,1,06-04-2017
20203-27269-KJ,0,28-05-2018
96045-62-BN,0,13-05-2018
32249-25918-MB,0,07-12-2008
48408-72504-GB,1,01-06-2018
55448-51333-HG,0,27-11-2008
41768-49948-IG,1,24-10-2007
43457-15372-EJ,1,27-08-2019
38911-35663-KO,1,15-07-2018
84634-98887-AB,0,08-02-2019
40982-25635-MA,1,27-06-2005
32374-33969-HL,0,31-12-2006
21287-17192-MK,0,05-11-1992
1371-10785-EB,1,11-01-2005
7299-8000-KB,0,22-04-2012
52870-98730-NI,1,30-04-2016
66220-90219-BL,0,22-06-2019
93941-56142-DI,1,30-09-2016
80812-47147-OO,0,22-02-2002
78163-79828-BK,0,04-09-2004
84116-54242-LB,0,27-10-1991
61593-53962-DH,0,20-04-2009
85182-16745-FI,0,06-08-2001
14028-4561-DE,0,09-11-2010
45718-1076-MN,0,07-04-2015
16333-37212-BB,0,15-07-2019
52591-18302-LH,0,17-01-2018
95694-46381-EA,1,14-09-1997
5979-82306-IE,0,10-10-2007
23846-24484-AN,1,25-09-2010
24047-15964-DJ,0,17-10-1998
62220-14148-JB,0,04-01-2000
