mid,proyecto
11867,Nuveen Floating Rate Income Fund
11868,Colico Sur
11869,Romeral
11870,Romeral
11871,Antucoya
11872,First Trust Emerging Markets Small Cap AlphaDEX Fund
11873,Silvercrest Asset Management Group Inc.
11874,AdvisorShares Market Adaptive Unconstrained Income ETF
11875,HollyFrontier Corporation
11876,Gilat Satellite Networks Ltd.
11877,III de Atacama Kozan
11878,SAP SE
11879,Nuveen Floating Rate Income Fund
11880,Novelion Therapeutics Inc.
11881,Tranquilo
11882,Bright Scholar Education Holdings Limited
11883,Dollar General Corporation
11884,San José
11885,Abeona Therapeutics Inc.
11886,Kamada Ltd.
11887,"Hurco Companies, Inc."
11888,Applied DNA Sciences Inc
11889,El Volcán
11890,"Gray Television, Inc."
11891,Regal Entertainment Group
11892,Andacollo Cobre
11893,ACF - Lagunas
11894,Great Plains Energy Inc
11895,Lota
11896,Del Fierro
11897,"Kura Oncology, Inc."
11898,"Nustar GP Holdings, LLC"
11899,"Dynex Capital, Inc."
11900,SQM - Yumbes
11901,Yelp Inc.
11902,GlaxoSmithKline PLC
11903,"Commercial Vehicle Group, Inc."
11904,Las Luces
11905,"Apple Hospitality REIT, Inc."
11906,Western Alliance Bancorporation
11907,PrimeEnergy Corporation
11908,BLDRS Asia 50 ADR Index Fund
11909,Lenga
11910,Celgene Corporation
11911,Blackstone GSO Long Short Credit Income Fund
11912,Romeral
11913,Las Pataguas
11914,"LTC Properties, Inc."
11915,"Sierra Oncology, Inc."
11916,"CatchMark Timber Trust, Inc."
11917,Walter Investment Management Corp.
11918,"Ulta Beauty, Inc."
11919,Refugio
11920,"Impax Laboratories, Inc."
11921,Orbotech Ltd.
11922,III de Atacama Minerals - Aguas Blancas
11923,"Blackhawk Network Holdings, Inc."
11924,Carola
11925,Lenga
11926,Antucoya
11927,"Chegg, Inc."
11928,Talcuna
11929,Celite - Tana
11930,SAP SE
11931,U.S. Energy Corp.
11932,ENGlobal Corporation
11933,"Meridian Waste Solutions, Inc"
11934,"Biocept, Inc."
11935,B.O.S. Better Online Solutions
11936,Texas Pacific Land Trust
11937,Caupolicán
11938,Pascua
11939,La Coipa
11940,"Sportsman's Warehouse Holdings, Inc."
11941,BlackRock Municipal Target Term Trust Inc. (The)
11942,Global Partner Acquisition Corp.
11943,Comcast Corporation
11944,SQM Salar
11945,"Ulta Beauty, Inc."
11946,Virco Manufacturing Corporation
11947,SCL Chemetall
11948,Fair Isaac Corporation
11949,"Silicon Laboratories, Inc."
11950,El Tesoro
11951,Pucobre
11952,Suncor EnergyInc.
11953,"Portola Pharmaceuticals, Inc."
11954,Kite Realty Group Trust
11955,Old Republic International Corporation
11956,Peckett
11957,Cohen & Steers Reit and Preferred Income Fund Inc
11958,El Salvador
11959,San Gerónimo
11960,Kraton Corporation
11961,"Midland States Bancorp, Inc."
11962,Zion Oil & Gas Inc
11963,Can Can
11964,CMP - Los Colorados
11965,"H&R Block, Inc."
11966,Microsemi Corporation
11967,SAP SE
11968,KT Corporation
11969,Chuquicamata
11970,Celite - Carol
11971,Escondida
11972,"Destination XL Group, Inc."
11973,Northrop Grumman Corporation
11974,Las Arenitas
11975,Quebrada Blanca
11976,Trongol
11977,Caleta El Cobre
11978,Virco Manufacturing Corporation
11979,"HCA Healthcare, Inc."
11980,Esperanza
11981,Peabody Energy Corporation
11982,"Destination XL Group, Inc."
11983,Ministro Hales
11984,"Ulta Beauty, Inc."
11985,Pinatolca
11986,Georgia Power Company
11987,"UMH Properties, Inc."
11988,Abeona Therapeutics Inc.
11989,Aircastle Limited
11990,Quebrada Blanca
11991,Algorta
11992,"India Fund, Inc. (The)"
11993,Western Asset Bond Fund
11994,"XO Group, Inc."
11995,Cerro Casale
11996,Unisys Corporation
11997,Biglari Holdings Inc.
11998,La Pepa
11999,Nuveen Energy MLP Total Return Fund
12000,La Coipa
12001,Montecristo
12002,Cerro Colorado
12003,"Kura Oncology, Inc."
12004,Biglari Holdings Inc.
12005,Randgold Resources Limited
12006,Zaldívar
12007,La Coipa
12008,"Adams Diversified Equity Fund, Inc."
12009,Refugio
12010,Nuveen Floating Rate Income Fund
12011,Incyte Corporation
12012,Manantial
12013,Manantial
12014,Julia
12015,Mantos Blancos
12016,Choquelimpie
12017,"FTI Consulting, Inc."
12018,Can Can
12019,Limoneira Co
12020,Los Pelambres
12021,"Recon Technology, Ltd."
12022,Pascua
12023,Nuveen Connecticut Quality Municipal Income Fund
12024,"Rush Enterprises, Inc."
12025,Garrison Capital Inc.
12026,PowerShares Golden Dragon China Portfolio
12027,"Rush Enterprises, Inc."
12028,Neff Corporation
12029,Diageo plc
12030,Dos Amigos
12031,"Silicon Laboratories, Inc."
12032,La Picarda
12033,First Trust Nasdaq Retail ETF
12034,Sierra Miranda
12035,Kraton Corporation
12036,Jerónimo
12037,Spence
12038,Special Opportunities Fund Inc.
12039,Carvana Co.
12040,Pascua
12041,E.I. du Pont de Nemours and Company
12042,"Western Refining Logistics, LP"
12043,María Elisa
12044,Gabriela Mistral
12045,"Adams Diversified Equity Fund, Inc."
12046,Michilla
12047,"Pepsico, Inc."
12048,Las Piedras
12049,Lenga
12050,Natl Westminster Pfd
12051,iShares 20+ Year Treasury Bond ETF
12052,Isla Riesco
12053,"UMH Properties, Inc."
12054,Nuveen AMT-Free Municipal Value Fund
12055,"Pinnacle Financial Partners, Inc."
12056,Johnson & Johnson
12057,Los Pelambres
12058,Las Cenizas
12059,"Vectrus, Inc."
12060,Kilroy Realty Corporation
12061,Tranquilo
12062,Credit Acceptance Corporation
12063,Western Asset Bond Fund
12064,Pampa Camarones
12065,Algorta
12066,Stamps.com Inc.
12067,Navío
12068,Vanguard Russell 3000 ETF
12069,El Teniente
12070,Crawford & Company
12071,"Chunghwa Telecom Co., Ltd."
12072,Faride
12073,CMP - El Laco
12074,Altamira
12075,Patriot National Bancorp Inc.
12076,Container Store (The)
12077,El Morro
12078,Dollar General Corporation
12079,Can Can
12080,Kilroy Realty Corporation
12081,"Cogentix Medical, Inc."
12082,Johnson & Johnson
12083,CMP - Algarrobo
12084,"Pinnacle Financial Partners, Inc."
12085,"Kura Oncology, Inc."
12086,PTC Inc.
12087,Bronce de Petorca
12088,"Clear Channel Outdoor Holdings, Inc."
12089,"Hawkins, Inc."
12090,"Commercial Vehicle Group, Inc."
12091,"Tootsie Roll Industries, Inc."
12092,Crawford & Company
12093,Data Processing
12094,El Soldado
12095,B.O.S. Better Online Solutions
12096,Los Bronces
12097,Cosayach - Cala Cala
12098,Guaranty Bancorp
12099,Neff Corporation
12100,"TC PipeLines, LP"
12101,Peapack-Gladstone Financial Corporation
12102,"Cyclacel Pharmaceuticals, Inc."
12103,La Perla
12104,El Volcán
12105,Catamutún
12106,Jerónimo
12107,"LM Funding America, Inc."
12108,Sierra Miranda
12109,"MiMedx Group, Inc"
12110,Cóndor
12111,Great Elm Capital Corp.
12112,Fidus Investment Corporation
12113,Terreno Realty Corporation
12114,Cowen Inc.
12115,"Entergy Louisiana, Inc."
12116,"Ocular Therapeutix, Inc."
12117,Blackstone GSO Long Short Credit Income Fund
12118,"Taiwan Fund, Inc. (The)"
12119,El Soldado
12120,Haldeman - Sagasca
12121,El Salvador
12122,La Coipa
12123,"Avenue Therapeutics, Inc."
12124,"MasTec, Inc."
12125,Dos Amigos
12126,Special Opportunities Fund Inc.
12127,Coirón
12128,La Productora
12129,Romeral
12130,Great Plains Energy Inc
12131,West Corporation
12132,Pucobre
12133,The9 Limited
12134,Choquelimpie
12135,SQM - María Elena
12136,"Xenia Hotels & Resorts, Inc."
12137,"Blackhawk Network Holdings, Inc."
12138,"Commerce Bancshares, Inc."
12139,L.B. Foster Company
12140,Galectin Therapeutics Inc.
12141,Neff Corporation
12142,United Microelectronics Corporation
12143,"Fiserv, Inc."
12144,Entercom Communications Corporation
12145,"Evolving Systems, Inc."
12146,"JA Solar Holdings, Co., Ltd."
12147,NVIDIA Corporation
12148,The Community Financial Corporation
12149,La Coipa
12150,Del Fierro
12151,HollyFrontier Corporation
12152,PrimeEnergy Corporation
12153,"Xenia Hotels & Resorts, Inc."
12154,Suncor EnergyInc.
12155,"HD Supply Holdings, Inc."
12156,Esterline Technologies Corporation
12157,Merus Labs International Inc.
12158,"Spark Energy, Inc."
12159,Caserones
12160,La Productora
12161,Great Plains Energy Inc
12162,Nuveen Floating Rate Income Fund
12163,Can Can
12164,Aircastle Limited
12165,Navío
12166,West Corporation
12167,PowerShares BuyBack Achievers Portfolio
12168,Los Pelambres
12169,Navío
12170,Escondida
12171,"Spark Energy, Inc."
12172,iPath US Treasury Long Bond Bear ETN
12173,María Elisa
12174,"SolarEdge Technologies, Inc."
12175,Antucoya
12176,Arlington Asset Investment Corp
12177,Randgold Resources Limited
12178,Entegra Financial Corp.
12179,Anheuser-Busch Inbev SA
12180,Manantial
12181,Iván
12182,"Adams Diversified Equity Fund, Inc."
12183,"SeaChange International, Inc."
12184,EPR Properties
12185,"First Hawaiian, Inc."
12186,"HCA Healthcare, Inc."
12187,Bronce de Petorca
12188,Nabriva Therapeutics AG
12189,Pucobre
12190,El Tesoro
12191,Patriot National Bancorp Inc.
12192,Marine Petroleum Trust
12193,First Trust International Multi-Asset Diversified Income Index
12194,Eagle Bulk Shipping Inc.
12195,"Xenia Hotels & Resorts, Inc."
12196,Andacollo Oro
12197,Candelaria
12198,Neff Corporation
12199,DRDGOLD Limited
12200,Quebrada Blanca
12201,Old Republic International Corporation
12202,"Hurco Companies, Inc."
12203,Catamutún
12204,"LTC Properties, Inc."
12205,Biglari Holdings Inc.
12206,El Salvador
12207,"Enanta Pharmaceuticals, Inc."
12208,"Universal Stainless & Alloy Products, Inc."
12209,Voya Global Equity Dividend and Premium Opportunity Fund
12210,CMP - El Laco
12211,Tuina
12212,Royal Caribbean Cruises Ltd.
12213,SQM - Pampa Blanca
12214,Spence
12215,Limoneira Co
12216,SCL Chemetall
12217,Cerro Blanco
12218,Independence Holding Company
12219,Quiborax
12220,DRDGOLD Limited
12221,"Silicon Laboratories, Inc."
12222,Moog Inc.
12223,"Appliance Recycling Centers of America, Inc."
12224,Walter Investment Management Corp.
12225,First Trust South Korea AlphaDEX Fund
12226,Mackinac Financial Corporation
12227,SCL Chemetall
12228,"Ocular Therapeutix, Inc."
12229,"Pinnacle Financial Partners, Inc."
12230,"Herman Miller, Inc."
12231,Virco Manufacturing Corporation
12232,PTC Inc.
12233,"Western Refining Logistics, LP"
12234,"The Chefs' Warehouse, Inc."
12235,Galectin Therapeutics Inc.
12236,"Argos Therapeutics, Inc."
12237,Kamada Ltd.
12238,PowerShares Nasdaq Internet Portfolio
12239,"Xenia Hotels & Resorts, Inc."
12240,Don Alberto
12241,NVIDIA Corporation
12242,PowerShares BuyBack Achievers Portfolio
12243,Novelion Therapeutics Inc.
12244,"Kayne Anderson Energy Total Return Fund, Inc."
12245,Haldeman - Sagasca
12246,Westpac Banking Corporation
12247,"Adams Diversified Equity Fund, Inc."
12248,Entercom Communications Corporation
12249,Cordillera - Tenardita
12250,Manantial
12251,RenaissanceRe Holdings Ltd.
12252,BLDRS Developed Markets 100 ADR Index Fund
12253,BLDRS Developed Markets 100 ADR Index Fund
12254,Diana Shipping inc.
12255,"support.com, Inc."
12256,Catamutún
12257,Cerro Casale
12258,Haldeman - Sagasca
12259,Double Eagle Acquisition Corp.
12260,Intracampos
12261,Arenal
12262,Alliance National Municipal Income Fund Inc
12263,Isla Guarello
12264,"Sportsman's Warehouse Holdings, Inc."
12265,Moog Inc.
12266,Corporate Asset Backed Corp CABCO
12267,Ojos del Salado
12268,"China Lodging Group, Limited"
12269,Cosayach - Negreiros
12270,Andacollo Oro
12271,"Shutterstock, Inc."
12272,Celite - Tana
12273,GlaxoSmithKline PLC
12274,Corporate Asset Backed Corp CABCO
12275,"China Lodging Group, Limited"
12276,Dollar General Corporation
12277,Unisys Corporation
12278,La Marcelina
12279,Biglari Holdings Inc.
12280,Dollar General Corporation
12281,Alhué
12282,Victoria
12283,Applied DNA Sciences Inc
12284,"Chegg, Inc."
12285,"German American Bancorp, Inc."
12286,Elenita
12287,"MasTec, Inc."
12288,Vina Concha Y Toro
12289,Chimborazo
12290,"Adams Diversified Equity Fund, Inc."
12291,Peapack-Gladstone Financial Corporation
12292,First Trust International Multi-Asset Diversified Income Index
12293,Corporate Asset Backed Corp CABCO
12294,"NextEra Energy, Inc."
12295,"Hawkins, Inc."
12296,ENGlobal Corporation
12297,"LTC Properties, Inc."
12298,Don Alberto
12299,"Nutanix, Inc."
12300,Spence
12301,"Appliance Recycling Centers of America, Inc."
12302,"Herman Miller, Inc."
12303,Cerro Imán
12304,Celite - Tilviche
12305,GlaxoSmithKline PLC
12306,E.I. du Pont de Nemours and Company
12307,PIMCO Dynamic Credit and Mortgage Income Fund
12308,Andacollo Cobre
12309,"FairPoint Communications, Inc."
12310,Tekla Healthcare Opportunies Fund
12311,Guanaco
12312,Celite - Tana
12313,"FTI Consulting, Inc."
12314,"Apple Hospitality REIT, Inc."
12315,Marine Petroleum Trust
12316,Merus Labs International Inc.
12317,Silvercrest Asset Management Group Inc.
12318,Costamare Inc.
12319,EPR Properties
12320,"FairPoint Communications, Inc."
12321,"Blackhawk Network Holdings, Inc."
12322,"Western New England Bancorp, Inc."
12323,Talcuna
12324,"Herman Miller, Inc."
12325,Great Elm Capital Corp.
12326,Candelaria
12327,"Financial Engines, Inc."
12328,"Waste Management, Inc."
12329,Dorado
12330,United States Cellular Corporation
12331,"MasTec, Inc."
12332,PrimeEnergy Corporation
12333,Cerro Bayo
12334,La Patagua
12335,Las Pataguas
12336,El Teniente
12337,Terreno Realty Corporation
12338,Cabot Corporation
12339,La Pepa
12340,"International Seaways, Inc."
12341,Lions Gate Entertainment Corporation
12342,Caupolicán
12343,iPath US Treasury Long Bond Bear ETN
12344,SQM - Mapocho
12345,"Taiwan Fund, Inc. (The)"
12346,Caleta El Cobre
12347,"Texas Capital Bancshares, Inc."
12348,Diana Shipping inc.
12349,Choquelimpie
12350,III de Atacama Kozan
12351,Nuveen Connecticut Quality Municipal Income Fund
12352,Aircastle Limited
12353,Applied DNA Sciences Inc
12354,"Sierra Oncology, Inc."
12355,"Under Armour, Inc."
12356,La Patagua
12357,"Avenue Therapeutics, Inc."
12358,RenaissanceRe Holdings Ltd.
12359,Bright Scholar Education Holdings Limited
12360,"SeaChange International, Inc."
12361,Faride
12362,"FTI Consulting, Inc."
12363,Arlington Asset Investment Corp
12364,Talcuna
12365,Gladstone Commercial Corporation
12366,Mantos de la Luna
12367,BlackRock Municipal Target Term Trust Inc. (The)
12368,"Entergy Louisiana, Inc."
12369,Diageo plc
12370,Kraton Corporation
12371,Las Cenizas
12372,"Chunghwa Telecom Co., Ltd."
12373,Western Alliance Bancorporation
12374,Array BioPharma Inc.
12375,Torchmark Corporation
12376,Jazz Pharmaceuticals plc
12377,Altamira
12378,"Spark Energy, Inc."
12379,Walter Investment Management Corp.
12380,Michilla
12381,Diana Shipping inc.
12382,Old Republic International Corporation
12383,Yahoo! Inc.
12384,Envision Healthcare Corporation
12385,Marte Lobo
12386,"Commerce Bancshares, Inc."
12387,SQM - Nueva Victoria
12388,Forum Merger Corporation
12389,CoreSite Realty Corporation
12390,Mantos Blancos
12391,Voya Global Equity Dividend and Premium Opportunity Fund
12392,GlaxoSmithKline PLC
12393,Fair Isaac Corporation
12394,Georgia Power Company
12395,Dorado
12396,Hamilton Lane Incorporated
12397,Applied DNA Sciences Inc
12398,BLDRS Developed Markets 100 ADR Index Fund
12399,Bright Scholar Education Holdings Limited
12400,"Portola Pharmaceuticals, Inc."
12401,Inseego Corp.
12402,Collahuasi
12403,"Herman Miller, Inc."
12404,"LM Funding America, Inc."
12405,VictoryShares US 500 Enhanced Volatility Wtd ETF
12406,Georgia Power Company
12407,Nuveen AMT-Free Municipal Value Fund
12408,"Nustar GP Holdings, LLC"
12409,Coirón
12410,Inacesa - El Way
12411,Mackinac Financial Corporation
12412,Costamare Inc.
12413,Ceragon Networks Ltd.
12414,SQM - Yumbes
12415,Caleta El Cobre
12416,Alhué
12417,"Ellie Mae, Inc."
12418,"Ellie Mae, Inc."
12419,Pirquitas
12420,"Cleveland BioLabs, Inc."
12421,The Community Financial Corporation
12422,Royal Caribbean Cruises Ltd.
12423,Flor de Los Andes
12424,Kamada Ltd.
12425,Faride
12426,Comcast Corporation
12427,"Under Armour, Inc."
12428,Azul S.A.
12429,Fair Isaac Corporation
12430,"Western New England Bancorp, Inc."
12431,Imax Corporation
12432,Cosayach - Cala Cala
12433,Inacesa - El Way
12434,"Sarepta Therapeutics, Inc."
12435,Pupunahue
12436,Tranquilo
12437,Comcast Corporation
12438,American Homes 4 Rent
12439,"Safe Bulkers, Inc"
12440,Credit Acceptance Corporation
12441,Romeral
12442,"LTC Properties, Inc."
12443,Haldeman - Sagasca
12444,Kraton Corporation
12445,"CatchMark Timber Trust, Inc."
12446,ENGlobal Corporation
12447,Container Store (The)
12448,"NextEra Energy, Inc."
12449,Victoria
12450,R.R. Donnelley & Sons Company
12451,Incyte Corporation
12452,Park-Ohio Holdings Corp.
12453,iShares 20+ Year Treasury Bond ETF
12454,Georgia Power Company
12455,Galectin Therapeutics Inc.
12456,Andina
12457,E.I. du Pont de Nemours and Company
12458,"Pepsico, Inc."
12459,Los Pelambres
12460,"First Hawaiian, Inc."
12461,Mackinac Financial Corporation
12462,Northern Trust Corporation
12463,Bed Bath & Beyond Inc.
12464,Old Republic International Corporation
12465,"Chunghwa Telecom Co., Ltd."
12466,Manantial
12467,West Corporation
12468,Celgene Corporation
12469,El Salvador
12470,Check-Cap Ltd.
12471,Refugio
12472,Victoria
12473,Azul S.A.
12474,Nabriva Therapeutics AG
12475,Tres Valles
12476,Silvercrest Asset Management Group Inc.
12477,Hamilton Lane Incorporated
12478,"Cogentix Medical, Inc."
12479,Silvercrest Asset Management Group Inc.
12480,Cerro Blanco
12481,"FTI Consulting, Inc."
12482,Esperanza
12483,Cordillera - Tenardita
12484,"Hurco Companies, Inc."
12485,Novelion Therapeutics Inc.
12486,El Tesoro
12487,SQM - Nueva Victoria
12488,Silicon Motion Technology Corporation
12489,Gilat Satellite Networks Ltd.
12490,Bed Bath & Beyond Inc.
12491,Gladstone Commercial Corporation
12492,Diageo plc
12493,Isla Riesco
12494,Corporate Asset Backed Corp CABCO
12495,Montecristo
12496,"Evolving Systems, Inc."
12497,Kilroy Realty Corporation
12498,GlaxoSmithKline PLC
12499,Cerro Bayo
12500,CMP - Romeral
12501,Cummins Inc.
12502,Data Processing
12503,"Everspin Technologies, Inc."
12504,Yelp Inc.
12505,"Shutterstock, Inc."
12506,"Waste Management, Inc."
12507,"RiverNorth Opportunities Fund, Inc."
12508,PowerShares Nasdaq Internet Portfolio
12509,Coirón
12510,Laguna Siren
12511,Double Eagle Acquisition Corp.
12512,"SeaChange International, Inc."
12513,Candelaria
12514,"Arista Networks, Inc."
12515,"Pinnacle Financial Partners, Inc."
12516,KT Corporation
12517,San Gerónimo
12518,"Blackhawk Network Holdings, Inc."
12519,El Abra
12520,"Gray Television, Inc."
12521,El Salvador
12522,Andes Travertine
12523,Garrison Capital Inc.
12524,"Entergy Louisiana, Inc."
12525,PTC Inc.
12526,"Kura Oncology, Inc."
12527,Urstadt Biddle Properties Inc.
12528,Nuveen Energy MLP Total Return Fund
12529,Azul S.A.
12530,"National American University Holdings, Inc."
12531,Alhué
12532,BLDRS Developed Markets 100 ADR Index Fund
12533,Dynatronics Corporation
12534,Silvercrest Asset Management Group Inc.
12535,El Tofo
12536,Gladstone Commercial Corporation
12537,"India Fund, Inc. (The)"
12538,Andes Travertine
12539,United States Cellular Corporation
12540,SCL Chemetall
12541,Aircastle Limited
12542,AdvisorShares Market Adaptive Unconstrained Income ETF
12543,Merus Labs International Inc.
12544,PowerShares KBW High Dividend Yield Financial Portfolio
12545,BRF S.A.
12546,"Littelfuse, Inc."
12547,San Gerónimo
12548,Garrison Capital Inc.
12549,"Sierra Oncology, Inc."
12550,"First Financial Bankshares, Inc."
12551,Texas Pacific Land Trust
12552,El Peñón
12553,Las Pataguas
12554,El Tesoro
12555,CMP - Algarrobo
12556,El Tofo
12557,Montecristo
12558,Data Processing
12559,"UMH Properties, Inc."
12560,iShares MSCI EM ESG Optimized ETF
12561,Las Cenizas
12562,Northern Trust Corporation
12563,"First Financial Bankshares, Inc."
12564,SAP SE
12565,Cerro Imán
12566,First Trust Multi-Asset Diversified Income Index Fund
12567,Peabody Energy Corporation
12568,BRF S.A.
12569,Cosayach - Cala Cala
12570,United Microelectronics Corporation
12571,"National American University Holdings, Inc."
12572,E.I. du Pont de Nemours and Company
12573,Inseego Corp.
12574,Chimberos
12575,SAP SE
12576,Tekla Healthcare Opportunies Fund
12577,Las Arenitas
12578,SQM - Pampa Blanca
12579,Lomas Bayas
12580,Can Can
12581,Lomas Bayas
12582,"Sarepta Therapeutics, Inc."
12583,"Hub Group, Inc."
12584,"Biocept, Inc."
12585,Silicon Motion Technology Corporation
12586,Peapack-Gladstone Financial Corporation
12587,Chimberos
12588,Las Arenitas
12589,Brookfield Global Listed Infrastructure Income Fund
12590,SQM - María Elena
12591,Escondida
12592,Vina Concha Y Toro
12593,"Waste Management, Inc."
12594,"AMC Entertainment Holdings, Inc."
12595,Park-Ohio Holdings Corp.
12596,Collahuasi
12597,Marine Petroleum Trust
12598,Mantos Blancos
12599,Pucobre
12600,"FSB Bancorp, Inc."
12601,Cóndor
12602,Intracampos
12603,Punitaqui
12604,"Silicon Laboratories, Inc."
12605,Eaton Vance Corporation
12606,ACF - Lagunas
12607,"Everspin Technologies, Inc."
12608,DRDGOLD Limited
12609,Laguna Siren
12610,"Meridian Waste Solutions, Inc"
12611,"Clear Channel Outdoor Holdings, Inc."
12612,Incyte Corporation
12613,Zion Oil & Gas Inc
12614,ACF - Lagunas
12615,"UMH Properties, Inc."
12616,La Picarda
12617,Alliance National Municipal Income Fund Inc
12618,María Elisa
12619,"OraSure Technologies, Inc."
12620,"LTC Properties, Inc."
12621,Kamada Ltd.
12622,"China Lodging Group, Limited"
12623,Kite Realty Group Trust
12624,III de Atacama Minerals - Aguas Blancas
12625,"Hurco Companies, Inc."
12626,Cambrex Corporation
12627,SQM - Pampa Blanca
12628,Terreno Realty Corporation
12629,Alliance National Municipal Income Fund Inc
12630,Alhué
12631,iShares 20+ Year Treasury Bond ETF
12632,ENGlobal Corporation
12633,"Everspin Technologies, Inc."
12634,Cambrex Corporation
12635,Michilla
12636,Eagle Bulk Shipping Inc.
12637,Arenal
12638,Kamada Ltd.
12639,Kamada Ltd.
12640,KT Corporation
12641,Incyte Corporation
12642,"UMH Properties, Inc."
12643,Enel Generacion Chile S.A.
12644,"MiMedx Group, Inc"
12645,"Discovery Communications, Inc."
12646,Independence Holding Company
12647,Yelp Inc.
12648,"Commerce Bancshares, Inc."
12649,Caserones
12650,"Chegg, Inc."
12651,El Morro
12652,"Everspin Technologies, Inc."
12653,Manantial
12654,Trongol
12655,"China Lodging Group, Limited"
12656,"Midland States Bancorp, Inc."
12657,Western Alliance Bancorporation
12658,SQM - Pampa Blanca
12659,Collahuasi
12660,Cerro Blanco
12661,West Corporation
12662,Punitaqui
12663,Forum Merger Corporation
12664,Nuveen AMT-Free Municipal Value Fund
12665,Envision Healthcare Corporation
12666,Lenga
12667,Randgold Resources Limited
12668,"Biocept, Inc."
12669,"Investors Bancorp, Inc."
12670,SAP SE
12671,Romeral
12672,Check-Cap Ltd.
12673,Punitaqui
12674,"Ocular Therapeutix, Inc."
12675,TICC Capital Corp.
12676,Kilroy Realty Corporation
12677,Michilla
12678,Mantos Blancos
12679,Carvana Co.
12680,Envision Healthcare Corporation
12681,"Franklin Financial Network, Inc."
12682,Esperanza
12683,Costamare Inc.
12684,Montecristo
12685,Pure Cycle Corporation
12686,Terreno Realty Corporation
12687,Talcuna
12688,CMP - Romeral
12689,"Aspen Technology, Inc."
12690,American Homes 4 Rent
12691,Pirquitas
12692,Elkhorn Commodity Rotation Strategy ETF
12693,Caserones
12694,"Universal Stainless & Alloy Products, Inc."
12695,Kopin Corporation
12696,"SeaChange International, Inc."
12697,Imax Corporation
12698,Esperanza
12699,Novelion Therapeutics Inc.
12700,Tata Motors Ltd
12701,Alliance National Municipal Income Fund Inc
12702,Yahoo! Inc.
12703,"HCA Healthcare, Inc."
12704,Tata Motors Ltd
12705,"Kura Oncology, Inc."
12706,Mantos Blancos
12707,Schwager
12708,"support.com, Inc."
12709,"Western Refining Logistics, LP"
12710,"Gabelli Equity Trust, Inc. (The)"
12711,Gabriela Mistral
12712,Independence Holding Company
12713,"LTC Properties, Inc."
12714,Tres Valles
12715,Georgia Power Company
12716,BLDRS Developed Markets 100 ADR Index Fund
12717,Northrop Grumman Corporation
12718,Intracampos
12719,Chuquicamata
12720,Limoneira Co
12721,Gilat Satellite Networks Ltd.
12722,E.I. du Pont de Nemours and Company
12723,III de Atacama Kozan
12724,Diana Shipping inc.
12725,Refugio
12726,Las Arenitas
12727,Quiborax
12728,SQM - Yumbes
12729,Novanta Inc.
12730,"Apple Hospitality REIT, Inc."
12731,iShares 20+ Year Treasury Bond ETF
12732,Romeral
12733,Las Cenizas
12734,Nuveen Municipal High Income Opportunity Fund
12735,Cosayach - Soledad
12736,"Tootsie Roll Industries, Inc."
12737,"Westbury Bancorp, Inc."
12738,Zion Oil & Gas Inc
12739,ENGlobal Corporation
12740,Andina
12741,Kite Realty Group Trust
12742,"Pinnacle Financial Partners, Inc."
12743,La Marcelina
12744,Entegra Financial Corp.
12745,"Portola Pharmaceuticals, Inc."
12746,"OraSure Technologies, Inc."
12747,"Cleveland BioLabs, Inc."
12748,Arenal
12749,Incyte Corporation
12750,United Microelectronics Corporation
12751,"Apple Hospitality REIT, Inc."
12752,Fertón
12753,"Franklin Financial Network, Inc."
12754,Lota
12755,3M Company
12756,Incyte Corporation
12757,Arlington Asset Investment Corp
12758,Delta
12759,"ILG, Inc"
12760,Incyte Corporation
12761,First Trust International Multi-Asset Diversified Income Index
12762,Walter Investment Management Corp.
12763,"Waste Management, Inc."
12764,"Xenia Hotels & Resorts, Inc."
12765,"Herman Miller, Inc."
12766,El Toqui
12767,Las Cenizas
12768,"Western New England Bancorp, Inc."
12769,"Arista Networks, Inc."
12770,Caserones
12771,Kilroy Realty Corporation
12772,"Cogentix Medical, Inc."
12773,"Franklin Financial Network, Inc."
12774,Pinatolca
12775,Quiborax
12776,Tranquilo
12777,"Nustar GP Holdings, LLC"
12778,"Idera Pharmaceuticals, Inc."
12779,RenaissanceRe Holdings Ltd.
12780,"Investors Bancorp, Inc."
12781,Clifton Bancorp Inc.
12782,Jerónimo
12783,"MiMedx Group, Inc"
12784,Terreno Realty Corporation
12785,"Recon Technology, Ltd."
12786,3M Company
12787,Yelp Inc.
12788,Tuina
12789,El Peñón
12790,"Nutanix, Inc."
12791,Isla Guarello
12792,Quiborax
12793,Central Garden & Pet Company
12794,"Ulta Beauty, Inc."
12795,"Dupont Fabros Technology, Inc."
12796,Intracampos
12797,China Cord Blood Corporation
12798,Navío
12799,Peckett
12800,Entegra Financial Corp.
12801,Kamada Ltd.
12802,United Insurance Holdings Corp.
12803,Array BioPharma Inc.
12804,Dorado
12805,Mackinac Financial Corporation
12806,Drive Shack Inc.
12807,Manantial
12808,Chuquicamata
12809,El Peñón
12810,"Sportsman's Warehouse Holdings, Inc."
12811,PowerShares BuyBack Achievers Portfolio
12812,Sierra Gorda
12813,"Impax Laboratories, Inc."
12814,Kilroy Realty Corporation
12815,"The Travelers Companies, Inc."
12816,United Microelectronics Corporation
12817,Algorta
12818,SQM - María Elena
12819,"Westbury Bancorp, Inc."
12820,Andacollo Oro
12821,First Trust Nasdaq Retail ETF
